|tweetid|date|title|url
415|535972204740349952|Sat Nov 22 01:45:06 +0000 2014|New portrait of binge-drinkers: young, white men with some college education, from a well-off family |http://lat.ms/1tb0aAB
416|535948585150738432|Sat Nov 22 00:11:14 +0000 2014|RT @LATkarenkaplan: What was on his mind? Turns out, it was a tapeworm. EWWWWW!  http://pbs.twimg.com/media/B3ANErwCMAEqs2E.png|http://lat.ms/1vxGBZH
417|535936971726921728|Fri Nov 21 23:25:05 +0000 2014|If you down 5 drinks in one sitting, it doesn't mean you're an alcoholic. In fact, you're probably not |http://lat.ms/1tb0aAB
418|535917102356385793|Fri Nov 21 22:06:08 +0000 2014|Best obstacle at Tough Mudder test run is reaching his inner boy |http://lat.ms/1xdBMji
419|535917090843025409|Fri Nov 21 22:06:05 +0000 2014|Gear: Four apps that can keep fitness on track |http://lat.ms/1xdBJE3
420|535902477044826112|Fri Nov 21 21:08:01 +0000 2014|Try This!: Sit-ups that use momentum and get heart rate racing |http://lat.ms/1BVoOyA
421|535887899611639808|Fri Nov 21 20:10:06 +0000 2014|Virologists have new theory about how #Ebola destroys the body @PLOSPathogens via @montemorin |http://lat.ms/1xWQn5v
422|535848387380125696|Fri Nov 21 17:33:05 +0000 2014|Tommy Chong's passion for fitness kept his dancing challenge in step |http://lat.ms/1BULVtb
423|535631242918920192|Fri Nov 21 03:10:14 +0000 2014|The @US_FDA OKs powerful new opioid painkiller amid epidemic of addiction &amp; overdoses |http://lat.ms/1vuA8Ph
424|535616115817594880|Fri Nov 21 02:10:07 +0000 2014|The flu vaccine has a 'back-boost' effect that creates antibodies to a lifetime of flu viruses. via @ScienceMagazine |http://lat.ms/1ufzKgg
425|535612169606680576|Fri Nov 21 01:54:27 +0000 2014|New opioid painkiller is up to 24 times more powerful than a single Vicodin. |http://lat.ms/1vuA8Ph
426|535609138425131009|Fri Nov 21 01:42:24 +0000 2014|Here's how clean hands may be bad for your liver: |http://lat.ms/1vuyGwh
427|535568319571832833|Thu Nov 20 23:00:12 +0000 2014|Flu shot bonus: It protects against every flu you've ever encountered, scientists report in @ScienceMagazine |http://lat.ms/1ufzKgg
428|535555556434800640|Thu Nov 20 22:09:29 +0000 2014|RT @LATkarenkaplan: What is THIS? Evidence that your immune system never forgets a flu  http://pbs.twimg.com/media/B26h3ddCQAAqsq_.jpg|http://lat.ms/1ufzKgg
429|535541473237041152|Thu Nov 20 21:13:31 +0000 2014|The flu shot does a LOT more than scientists had realized. @ScienceMagazine via @LATkarenkaplan |http://lat.ms/1ufzKgg
430|535498965001986048|Thu Nov 20 18:24:37 +0000 2014||
431|535263812468097024|Thu Nov 20 02:50:12 +0000 2014|Your life's work influences your brain power late in life. The effect is on par with that of smoking |http://lat.ms/11vrEt4
432|535251431012708352|Thu Nov 20 02:01:00 +0000 2014|Your intellectually demanding job may be driving you nuts now, but your brain will thank you later  |http://lat.ms/11vrEt4
433|535249335236431872|Thu Nov 20 01:52:40 +0000 2014|Do blood transfusions from Ebola survivors help patients recover? @gatesfoundation $$ will help find answers |http://lat.ms/1qYGxv0
434|535242402416828417|Thu Nov 20 01:25:07 +0000 2014|Bankers aren't inherently dishonest, but the banking culture primes them to cheat. @Nature via @LATsciguy |http://lat.ms/1ucGRWP
435|535232328088686592|Thu Nov 20 00:45:05 +0000 2014|Interest in contralateral preventive mastectomies fuels growth in mastectomies overall, via @JAMASurgery |http://lat.ms/11iKmV7
436|535227570397384705|Thu Nov 20 00:26:11 +0000 2014|Does your job require flexibility, focus, problem-solving and working with others? Here's a perk for your brain: |http://lat.ms/11vrEt4
437|535204845549285377|Wed Nov 19 22:55:53 +0000 2014|1/3 of breast cancer patients who would do fine with breast-conserving surgery have mastectomies instead. Why? |http://lat.ms/11iKmV7
438|535160684733267970|Wed Nov 19 20:00:24 +0000 2014|Couples that share intimate kisses also share the bacteria on their tongues, a new study shows |http://lat.ms/1qsFCrO
439|535147883809341440|Wed Nov 19 19:09:32 +0000 2014||
440|534900154915356672|Wed Nov 19 02:45:09 +0000 2014|Are humans selfish or selfless? A new study using electric shocks sheds some light on the matter |http://lat.ms/1AfydiN
441|534890112883384321|Wed Nov 19 02:05:15 +0000 2014|Another use for Wikipedia: Forecasting the spread of infectious diseases. What does Wiki NOT know? |http://lat.ms/1AfEkn2
442|534890074090254336|Wed Nov 19 02:05:06 +0000 2014|More evidence for the important link between circadian rhythm and metabolism, via @LATMelissaHealy |http://lat.ms/1uNIijx
443|534885082172235776|Wed Nov 19 01:45:15 +0000 2014|Concussion symptoms got better after treatment in an oxygen chamber ... but sham treatment worked just as well |http://lat.ms/1qTQhXd
444|534885042783535104|Wed Nov 19 01:45:06 +0000 2014|"Here's a very clever @PNASNews study, with ""shocking"" results! "|http://lat.ms/1AfydiN
445|534862620348932097|Wed Nov 19 00:16:00 +0000 2014|Concussion mystery: “Hyperbaric oxygen treatment does not work, but the ritual of intervention does.” Huh?? |http://lat.ms/1qTQhXd
446|533621710696611840|Sat Nov 15 14:05:04 +0000 2014|Popcorn sales bursting with new organic, gourmet, pre-popped snacks |http://lat.ms/11aPlXF
447|533386909649629184|Fri Nov 14 22:32:03 +0000 2014|Tess Masters says to make yours a blended family |http://lat.ms/1BryG2N
448|533326640634294272|Fri Nov 14 18:32:34 +0000 2014|Coming to terms with comments on pregnancy weight gain |http://lat.ms/116IChk
449|533297089040494593|Fri Nov 14 16:35:08 +0000 2014|Food banks ask donors to think healthful before giving |http://lat.ms/116fWFh
450|533297078290493440|Fri Nov 14 16:35:06 +0000 2014|Gym Rat: Daybreaker dance workout gets day off to a rollicking start |http://lat.ms/116fXZN
451|532667972570333184|Wed Nov 12 22:55:15 +0000 2014|Despite early missteps, so far @CDCgov has made good on pledge to stop Ebola in its tracks here |http://lat.ms/1zMZBo4
452|532622789204008960|Wed Nov 12 19:55:43 +0000 2014|U.S. is Ebola-free for first time since Sept. 5, a milestone that hardly registers with a once-frenzied public |http://lat.ms/1zMZBo4
453|532611207966912512|Wed Nov 12 19:09:42 +0000 2014|Remember a few weeks ago when everyone was panicking about #Ebola? Where did all that angst go? |http://lat.ms/1zMZBo4
454|532398647091421184|Wed Nov 12 05:05:03 +0000 2014|States with highest incidence of cervical cancer tend to have lower rate of HPV vaccination, study finds |http://lat.ms/1whUcPu
455|532364672088174592|Wed Nov 12 02:50:03 +0000 2014|These findings on cervical cancer should help health officials decide which states need help with HPV vaccination |http://lat.ms/1sza3qH
456|532357404059783168|Wed Nov 12 02:21:10 +0000 2014|Thinking about genome analysis? Ready to share the info with life/disability/long-term care insurers?  |http://lat.ms/1ywZWac
457|532354634321788928|Wed Nov 12 02:10:10 +0000 2014|In states where cervical cancer is common, HPV vaccination usually isn't. via @AACR |http://lat.ms/1sza3qH
458|532338056716898304|Wed Nov 12 01:04:17 +0000 2014|Researchers find a troubling link between HPV vaccination RATES in girls and cervical cancer INCIDENCE in women. |http://lat.ms/1sza3qH
459|532336307662774272|Wed Nov 12 00:57:20 +0000 2014|Researchers find a troubling link between HPV vaccination RATE in girls and cervical cancer INCIDENCE in women |http://lat.ms/1sza3qH
460|532335997401706497|Wed Nov 12 00:56:06 +0000 2014||
461|532335879831162880|Wed Nov 12 00:55:38 +0000 2014||
462|532325549646290944|Wed Nov 12 00:14:35 +0000 2014|Researchers find a troubling link between HPV vaccination in girls and cervical cancer in women. |http://lat.ms/1sza3qH
463|532237270410358784|Tue Nov 11 18:23:48 +0000 2014|If you have trouble swallowing pills, it's probably because you're doing it wrong. The experts set you straight: |http://lat.ms/1GMbAUX
464|531988462803877888|Tue Nov 11 01:55:08 +0000 2014|Laundry pod have caused comas, seizures and even death in young children. Thanks @AAPCC for keeping track! |http://lat.ms/1xmVOdA
465|531941898521677824|Mon Nov 10 22:50:06 +0000 2014|Thousands of children have thrown up, choked or suffered more serious consequences after handling laundry pods |http://lat.ms/1xmVOdA
466|531916732282437632|Mon Nov 10 21:10:06 +0000 2014|How marijuana can change your brain -- by shrinking it, new study suggests @PNASNews via @LATMelissaHealy |http://lat.ms/1zHycnl
467|531913593999355904|Mon Nov 10 20:57:37 +0000 2014|Frequent pot smokers have smaller brains than non-smokers, though the significance of this is hazy |http://lat.ms/1zHycnl
468|531910633143689217|Mon Nov 10 20:45:52 +0000 2014|Something new to worry about: Little kids eating laundry detergent pods. They look like candy! |http://lat.ms/1xmVOdA
469|531126544652320768|Sat Nov 08 16:50:10 +0000 2014|"Rx for soaring healthcare costs: Give Americans a sense of ""purpose in life."" Here's why it may work: "|http://lat.ms/10zm1cS
470|530940319723192321|Sat Nov 08 04:30:11 +0000 2014|Got a son somewhere between 7 and 22 playing football? Here's one possible way to make him safer: practice smarter. |http://lat.ms/1mrjwlG
471|530902788688343041|Sat Nov 08 02:01:03 +0000 2014|Got Christensenella minuta? This gut bacterium seems to protect against obesity and keep people lean. |http://lat.ms/1yeSOPE
472|530858507906846720|Fri Nov 07 23:05:05 +0000 2014|Scientists find a type of gut bacteria that seems to people (and mice) from getting fat. |http://lat.ms/1yeSOPE
473|530838406310674432|Fri Nov 07 21:45:13 +0000 2014|"Colorectal cancers are falling among folks ages 50+. BUT it's growing ""exponentially"" among younger adults "|http://lat.ms/1EbHANU
474|530835980161265664|Fri Nov 07 21:35:34 +0000 2014|Having trouble keeping an exercise routine? Ted Vickey has ideas |http://lat.ms/10zFGta
475|530835975748866048|Fri Nov 07 21:35:33 +0000 2014|Four new fitness gear innovations to check out |http://lat.ms/10zFGcQ
476|530816992434225153|Fri Nov 07 20:20:07 +0000 2014|Thought you could put off that colonoscopy until you turned 50? You might want to think again: |http://lat.ms/1EbHANU
477|530811743912873984|Fri Nov 07 19:59:16 +0000 2014||
478|530810679679549440|Fri Nov 07 19:55:02 +0000 2014|"Scientists create ""ghost"" in a lab to understand what goes wrong in the brains of people with mental disorders "|http://lat.ms/10z8yBS
479|530795840919441408|Fri Nov 07 18:56:04 +0000 2014|Lucy Liu embraces elements of meditation, fitness and napping |http://lat.ms/10z0MYH
480|530790728142970880|Fri Nov 07 18:35:45 +0000 2014|RT @VermillionLynne: #californiaisback |http://pbs.twimg.com/media/B1zsxZTIcAEvlUa.jpg
481|530720802174668800|Fri Nov 07 13:57:54 +0000 2014|You're too young for a colonoscopy, so colorectal cancer couldn't explain symptoms, right? Think again. |http://lat.ms/1x92L4m
482|530564302798061568|Fri Nov 07 03:36:01 +0000 2014|Do our genes make us fat, or some unfortunate mix of bacteria in our guts? Maybe both, says a study. |http://lat.ms/1mrjwlG
483|530404441674240000|Thu Nov 06 17:00:47 +0000 2014|"Moms are more responsive to baby ""talk"" from their daughters; dads are more responsive to their sons. "|http://lat.ms/1y5LqpH
484|530376742217990144|Thu Nov 06 15:10:43 +0000 2014|Weight-loss physicians get a first look at a new option for obese patients: a balloon for the stomach. |http://lat.ms/1GtrYJI
485|530194119209930754|Thu Nov 06 03:05:03 +0000 2014|GMO cancer treatment shrinks tumors in mice and fights off new ones. |http://lat.ms/1s6ppCJ
486|530176506803150849|Thu Nov 06 01:55:04 +0000 2014|Here's what happens when your job gets in the way of your circadian rhythm. |http://lat.ms/1zwS6RX
487|530170088276508672|Thu Nov 06 01:29:33 +0000 2014|.@La_Health_Dept barred 30 people who recently treated Ebola patients in Africa from @ASTMH mtg in New Orleans |http://lat.ms/10xelbt
488|530165925605933056|Thu Nov 06 01:13:01 +0000 2014|We have an obligation to provide a lot more than hope. So some #Ebola patients will get dummy pills. |http://lat.ms/10xelbt
489|530158982485127172|Thu Nov 06 00:45:25 +0000 2014|Moms talk to their babies three times more than dads, and babies return the favor. via @LATMelissaHealy |http://lat.ms/1y5LqpH
490|530145965563322368|Wed Nov 05 23:53:42 +0000 2014|"ICYMI: @NIH clinical trial aims to repeat the success of the Mississippi baby who was temporarily ""cured"" of HIV. "|http://lat.ms/1xfZEV0
491|530142632060522497|Wed Nov 05 23:40:27 +0000 2014|Science reveals: Not all baby talk is created equally. Via @PNASNews |http://lat.ms/1y5LqpH
492|530138037033136128|Wed Nov 05 23:22:12 +0000 2014||
493|530132918010912768|Wed Nov 05 23:01:51 +0000 2014|Working odd shifts (incl. afternoons and nights) for 10+ years saps as much mental ability as 6.5 yrs of aging. |http://lat.ms/1zwS6RX
494|530129848275337217|Wed Nov 05 22:49:39 +0000 2014|A vaccine for hepatitis C passes its first test. via @montemorin |http://lat.ms/1pnbtcV
495|530123964031696896|Wed Nov 05 22:26:16 +0000 2014|Researchers quantify brain drain tied to working odd hours. 10 yrs of it adds up to 6.5 yrs of cognitive decline. |http://lat.ms/1zwS6RX
496|530118623839264768|Wed Nov 05 22:05:03 +0000 2014|Massages that adopt the local motion, from Costa Rica to Berkeley |http://lat.ms/10ozl3I
497|530012951928139776|Wed Nov 05 15:05:09 +0000 2014|An anti-addiction med that an addict's body can be trained to make continuously. And it's not willpower. |http://lat.ms/1tc7afx
498|529674923649028096|Tue Nov 04 16:41:57 +0000 2014|If babies in poor families hear 30 million fewer words by age 3, it's mostly mom's fault (of course) |http://lat.ms/1t8jQDS
499|528510275616387073|Sat Nov 01 11:34:03 +0000 2014|Try This!: Gentle push-ups for moms-to-be |http://lat.ms/1zU8opb
500|528328904751079424|Fri Oct 31 23:33:21 +0000 2014|Nail polish heir Robbie Schaeffer jumps on his passion for bicycling |http://lat.ms/1ueGEZS
501|528322084313653248|Fri Oct 31 23:06:15 +0000 2014|Gym Rat: Quick, effective workout on Da Vinci BodyBoard at Pilates Studio City |http://lat.ms/1ueBAEZ
502|528306568400343041|Fri Oct 31 22:04:36 +0000 2014|Small steps everyone can take to arrive at greater joy |http://lat.ms/1ueoZS4
503|528306561769172995|Fri Oct 31 22:04:34 +0000 2014|The loopholes that help bad habits block happiness |http://lat.ms/1uep1t7
504|528232991248891904|Fri Oct 31 17:12:13 +0000 2014|RT @usclatpoll: From @latimes: Most voters not worried about Ebola threat in California   via @LATerynbrown|http://ow.ly/DCgis
505|528024383093497856|Fri Oct 31 03:23:17 +0000 2014|No one measure could help reverse Ebola's course in W. Africa more than burying the dead properly. |http://lat.ms/1zPl68L
506|527939481999921152|Thu Oct 30 21:45:55 +0000 2014|RT @aminawrite: A single disgusting image can reveal whether you're liberal or conservative, scientists say:  #science|http://lat.ms/1wK1e3c
507|527605583944638464|Wed Oct 29 23:39:08 +0000 2014|RT @skarlamangla: ICYMI: Panic, not Ebola, is the biggest enemy, civic and health leaders say #page=1 via @LATerynbrown|http://www.latimes.com/local/california/la-me-ebola-panic-flu-20141025-story.html
508|527596259587420162|Wed Oct 29 23:02:05 +0000 2014|Violent genes: new research identifies two. Could screening for them make us safer? |http://lat.ms/1tPmGnz
509|527595164806959105|Wed Oct 29 22:57:44 +0000 2014|A nutrient from the cocoa bean may turn back the clock on age-related memory loss. |http://lat.ms/1wcQ1Iv
510|527531733928140802|Wed Oct 29 18:45:41 +0000 2014|Remember those ads: Milk -- it does a body good? Maybe not, says this study from @BMJ_company |http://lat.ms/1zfBe27
511|525770233840025600|Fri Oct 24 22:06:06 +0000 2014|Ekata is a Western-fitness, Eastern-philosophy, no-TV club |http://lat.ms/12t6BbM
512|525770225816330241|Fri Oct 24 22:06:04 +0000 2014|Women's sports clothes that address gender-based challenges |http://lat.ms/12t6xZG
513|525693841110597634|Fri Oct 24 17:02:33 +0000 2014|Broga Yoga, Detox Retox and more put guys' twists on yoga |http://lat.ms/1D7yaCy
514|525681008213893120|Fri Oct 24 16:11:33 +0000 2014|Opera singer Eric Jordan sings his way through stroke recovery process |http://lat.ms/1D7jJhV
515|525499504423108608|Fri Oct 24 04:10:19 +0000 2014|A dietary supplement hailed as a weight-loss miracle proved too good to be true. Whodathunkit? |http://lat.ms/1rp5lMz
516|525449107234885633|Fri Oct 24 00:50:04 +0000 2014|"Green coffee bean ""clinical trial"" appears to have had some methodological flaws "|http://lat.ms/1rp5lMz
517|525044217161453568|Wed Oct 22 22:01:10 +0000 2014|Where are you reading the new California section? We want to see your pix!  Use #CaliforniaIsBack|http://lat.ms/1w9ousD
518|524367007966580736|Tue Oct 21 01:10:11 +0000 2014|The @CDCgov says medical waste from #Ebola patients should be incinerated. No can do, say CA &amp; other states. |http://lat.ms/1vE0EDP
519|524316646421192704|Mon Oct 20 21:50:04 +0000 2014|Medical waste from a single Ebola patient fills 8 55-gallon barrels/day. Where does it go? Hospitals want to know. |http://lat.ms/1vE0EDP
520|524314303499743233|Mon Oct 20 21:40:45 +0000 2014|Number of the day: 440. That's how many gallons of medical waste a single Ebola patient generates EACH DAY!  |http://lat.ms/1vE0EDP
521|523272640979415040|Sat Oct 18 00:41:34 +0000 2014|Healthful food tips for the grab-and-go lifestyle |http://lat.ms/11GMWEO
522|523272637137420290|Sat Oct 18 00:41:33 +0000 2014|Try This!: The 'Baby Salutation' stretch, no child required |http://lat.ms/11GMTJh
523|523194678204579841|Fri Oct 17 19:31:46 +0000 2014|Ryan Kwanten on sports: 'You name it, and I'll try to compete' |http://lat.ms/1CxuSbt
524|522869757763018753|Thu Oct 16 22:00:39 +0000 2014|Clinical trial debunks the conventional wisdom that losing weight quickly is worse than losing it slowly |http://lat.ms/1zdv8ju
525|522823111289618432|Thu Oct 16 18:55:17 +0000 2014|Whether you lose weight fast or slow, most dieters gain most of their weight back. Study in @TheLancetEndo |http://lat.ms/1zdv8ju
526|522783624471797760|Thu Oct 16 16:18:23 +0000 2014|Crash diets work just as well as slow-and-steady diets. (But neither works all that well in the long run.) |http://lat.ms/1zdv8ju
527|522458196649447426|Wed Oct 15 18:45:15 +0000 2014|Data on California Medical patients shows Obamacare is working, @UCLA study finds |http://lat.ms/1EYDbBk
528|522202718711316480|Wed Oct 15 01:50:04 +0000 2014|'There have been no reports of dogs or cats becoming sick with #Ebola,' @CDCgov says |http://lat.ms/1vsSnnq
529|522191476932218880|Wed Oct 15 01:05:24 +0000 2014|Though dogs have been infected with the Ebola virus, it doesn't seem to make them sick |http://lat.ms/1vsSnnq
530|522168582898450432|Tue Oct 14 23:34:26 +0000 2014|Good news, dog &amp; cat owners: There is no evidence your pet will spread Ebola @CDCgov @VetsWSAVA |http://lat.ms/1vsSnnq
531|521781266950389760|Mon Oct 13 21:55:22 +0000 2014|ICYMI: Researchers make fecal transplants more convenient by putting poop pills on ice |http://lat.ms/1xLCKFG
532|520772289495724032|Sat Oct 11 03:06:03 +0000 2014|First triathlon goal becomes a reality in Goleta |http://lat.ms/1EFzArI
533|520765370739601408|Sat Oct 11 02:38:34 +0000 2014|Sean Hannity proves he's a do-and-diet kind of guy |http://lat.ms/1EFv1xv
534|520756936849911809|Sat Oct 11 02:05:03 +0000 2014|Running shoes made to fit the shapes of feet |http://lat.ms/1qAM7Cg
535|520748758842097666|Sat Oct 11 01:32:33 +0000 2014|Recovery exercises are also a controlled workout |http://lat.ms/1EFjZs9
536|520394598330683393|Fri Oct 10 02:05:15 +0000 2014|ICYMI: Falling mortality rates for the U.S.'s top killers mean Americans can expect to live longer than ever |http://lat.ms/1smtnvS
537|520379472856764416|Fri Oct 10 01:05:09 +0000 2014|"Extremely close-up view of HIV in action reveals a vulnerability in its infamous ""spikes."" via @montemorin "|http://lat.ms/1yQFg1x
538|520334206367727616|Thu Oct 09 22:05:16 +0000 2014|This mouse study from @UCBerkeley suggests grapefruit may be nature's diabetes drug. via @PLOSONE |http://lat.ms/1si87rS
539|520285180733706240|Thu Oct 09 18:50:28 +0000 2014|Grapefruit juice helped mice avoid gaining weight from fatty foods &amp; helped obese mice slim down a bit. |http://lat.ms/1si87rS
540|520276769694564352|Thu Oct 09 18:17:02 +0000 2014|Scientists use powerful microscopes to observe weaponry of HIV in action. Findings offer hope for HIV vaccine |http://lat.ms/1yQFg1x
541|520244836411387904|Thu Oct 09 16:10:09 +0000 2014|Mice who drank grapefruit juice gained less weight on high-fat diet than mice who drank sugar water.  @PLOSONE |http://lat.ms/1si87rS
542|519680591462019073|Wed Oct 08 02:48:02 +0000 2014||
543|519678787558969345|Wed Oct 08 02:40:52 +0000 2014|Would you want to know if Alzheimer's is in your near future? A new test could help tell. |http://lat.ms/1sat8Vu
544|519270008858615808|Mon Oct 06 23:36:32 +0000 2014|Which comes first, sexting or sex? New study is first to answer that question with data, via @AmerAcadPeds |http://lat.ms/1yImM3j
545|519260214349279232|Mon Oct 06 22:57:37 +0000 2014|Nobel prize honors 3 decades of brain research on how we navigate space, and hints at so many more mysteries. |http://lat.ms/1xgx5Hj
546|519231682894114818|Mon Oct 06 21:04:14 +0000 2014|The @NobelPrize winners' work on the GPS system in the brain helped scientists understand Alzheimer's |http://lat.ms/1vJ2nGx
547|518523474634362880|Sat Oct 04 22:10:04 +0000 2014|Disease detectives on the hunt to confine Ebola virus |http://www.latimes.com/nation/la-na-ebola-disease-detectives-20141004-story.html
548|518206129218658304|Sat Oct 04 01:09:03 +0000 2014|Nip the flu bug in the bud by managing stress |http://lat.ms/1Eb2H5M
549|518204648960712704|Sat Oct 04 01:03:10 +0000 2014|A dose of websites for wellness seekers |http://lat.ms/1pO4ymF
550|518192794108579840|Sat Oct 04 00:16:04 +0000 2014|Jane Fonda sparked NFL Hall of Famer Michael Strahan's life of fitness |http://lat.ms/1pNU7zp
551|518185159435108353|Fri Oct 03 23:45:44 +0000 2014|Households with kids ate less junk food in 2012 than '07, report says |http://lat.ms/1EaMuOd
552|518175429341896705|Fri Oct 03 23:07:04 +0000 2014|Yogascape gives a warm glow amid inspiring scenes |http://lat.ms/1pNDy6A
553|517398821782183938|Wed Oct 01 19:41:06 +0000 2014||
554|517340730306871296|Wed Oct 01 15:50:16 +0000 2014|There’s a big gap between what we want to do in brain research and the technology to make exploration possible |http://lat.ms/1ubaL2j
555|517119251963203585|Wed Oct 01 01:10:11 +0000 2014|FIT = Fitness Improves Thinking. A new study in Pediatrics shows how true that is  for kids! |http://lat.ms/1vsHYFH
556|517108039862988800|Wed Oct 01 00:25:38 +0000 2014|President Obama's @BRAINinitiative announces first $46 mil in research funds. Here's what it'll buy: |http://lat.ms/1ubaL2j
557|517070233153331200|Tue Sep 30 21:55:24 +0000 2014|Antibiotics may or may not clear up an ear infection, but they'll make some kids more prone to obesity |http://lat.ms/1osR5kO
558|517024951187279872|Tue Sep 30 18:55:28 +0000 2014|'Abstinence is 100% effective in preventing pregnancy,' but teens don't always stick with it, @AmerAcadPeds says |http://lat.ms/1sLqxSP
559|516978345905754113|Tue Sep 30 15:50:17 +0000 2014|OMG, IUDs for teens? YES, pediatricians say. |http://lat.ms/1sLqxSP
560|516969053836308480|Tue Sep 30 15:13:21 +0000 2014|P.E. isn't a distraction from classroom learning -- it's essential to it. Here's how: |http://lat.ms/1vsHYFH
561|516820354116112384|Tue Sep 30 05:22:29 +0000 2014|Condoms &amp; withdrawal are teens' favored methods of birth control, but implants &amp; IUDs are better, @AmerAcadPeds says |http://lat.ms/1sLqxSP
562|516767047502807041|Tue Sep 30 01:50:39 +0000 2014|Has antibiotics use in babies contributed to the obesity epidemic? New research suggests it has. |http://lat.ms/1nBTcb8
563|516754630144192512|Tue Sep 30 01:01:19 +0000 2014|Treating common early-childhood ailments with antibiotics may be linked to childhood obesity, study finds |http://lat.ms/1nBTcb8
564|515654694836772865|Sat Sep 27 00:10:34 +0000 2014|The many ways dieters can sabotage their efforts to lose weight |http://lat.ms/1uOdhJw
565|515652231077822464|Sat Sep 27 00:00:46 +0000 2014||
566|515650066955005952|Fri Sep 26 23:52:10 +0000 2014|Food expert suggests changes to lose weight -- willpower not required |http://lat.ms/1uOaaBq
567|515627454547771392|Fri Sep 26 22:22:19 +0000 2014|For Chris O'Donnell of 'NCIS: Los Angeles,' yoga aids a battered back |http://lat.ms/1DEWsac
568|515622545525977088|Fri Sep 26 22:02:49 +0000 2014|E-bikes are a hit at Interbike show in Vegas |http://lat.ms/1DESA9l
569|515613216261435392|Fri Sep 26 21:25:45 +0000 2014|Put a bit more oomph into your push-up |http://lat.ms/1DEK4Ho
570|515553245331456002|Fri Sep 26 17:27:26 +0000 2014|Experiments with exasperated rats give scientists clues about how to focus the human brain: |http://lat.ms/1CtwIvR
571|515304984674848768|Fri Sep 26 01:00:56 +0000 2014|People who work at least 55 hours per week more likely to be diagnosed with diabetes. Is it quittin time yet? |http://lat.ms/Zf9A6p
572|515291855609946112|Fri Sep 26 00:08:46 +0000 2014|Over 60 and noticing memory changes? Don't dismiss them. |http://lat.ms/1pfimag
573|515288724427776001|Thu Sep 25 23:56:20 +0000 2014|Too stressed to exercise? Think again. It may be the key to warding off depression. Here's how it works... |http://lat.ms/1vkiudE
574|515262025464029185|Thu Sep 25 22:10:14 +0000 2014|Another way the rich are different: Long work weeks don't increase their risk of diabetes, via@TheLancetEndo |http://lat.ms/Zf9A6p
575|515258960371523584|Thu Sep 25 21:58:03 +0000 2014|Is your job killing you? If you work more than 55 hours/week, it might be adding to your risk of diabetes. |http://lat.ms/Zf9A6p
576|515212974420930560|Thu Sep 25 18:55:19 +0000 2014|What's in a face? It depends who's looking, scientists warn |http://lat.ms/1wMAD3O
577|515190855335174144|Thu Sep 25 17:27:26 +0000 2014|Facial evolution was more than a dating game, studies show. Via @LATsciguy |http://lat.ms/1wMAD3O
578|514944918562017280|Thu Sep 25 01:10:10 +0000 2014|If the rate of premature births in the U.S. were as low as in Sweden, 3,200 fewer babies would die each year |http://lat.ms/1tZGGSY
579|514900067468451841|Wed Sep 24 22:11:57 +0000 2014|Type 2 diabetes rate is stable overall, but is still on the rise for blacks, Latinos and younger Americans |http://lat.ms/1v0pCg3
580|514875701686980610|Wed Sep 24 20:35:07 +0000 2014|In 2011, nearly 24,000 American babies died before reaching their first birthday, @CDCgov says |http://lat.ms/1tZGGSY
581|514873057429946369|Wed Sep 24 20:24:37 +0000 2014|Out of 29 of the world's richest countries, the United States ranks 26th for infant mortality. from @CDCgov  |http://lat.ms/1tZGGSY
582|514869216936493056|Wed Sep 24 20:09:21 +0000 2014|U.S. sees some payoff from getting obesity rates under control. Now rates of type 2 diabetes are flatting out too |http://lat.ms/1v0pCg3
583|514523828848824320|Tue Sep 23 21:16:54 +0000 2014|Will #Ebola infect &gt;1.4 million people, or be all but over by Jan. 20? Depends on world's response, @CDCgov says |http://lat.ms/1mM2IrL
584|514440422304010240|Tue Sep 23 15:45:29 +0000 2014|"Idea of Ebola virus that never leaves human population ""has never previously been contemplated,"" WHO experts say "|http://lat.ms/1r2ILhj
585|514421717532676098|Tue Sep 23 14:31:09 +0000 2014|70.8% -- The proportion of people with confirmed @Ebola infection who have died in this outbreak. via @NEJM |http://lat.ms/1r2ILhj
586|514291866406502400|Tue Sep 23 05:55:10 +0000 2014||
587|514289591898349568|Tue Sep 23 05:46:08 +0000 2014|If present trends continue, #Ebola cases could exceed 20,000 by Nov. 2, @WHO experts write in @NEJM |http://lat.ms/1r2ILhj
588|514288773543510016|Tue Sep 23 05:42:53 +0000 2014|#Ebola here to stay? The @WHO says the virus may now be endemic in humans. |http://lat.ms/1r2ILhj
589|514231467904626689|Tue Sep 23 01:55:10 +0000 2014|Dry roasting may explain why peanut allergies are more common in Western nations than in East Asia |http://lat.ms/1sVj2CR
590|514220137806069762|Tue Sep 23 01:10:09 +0000 2014|Raw peanuts provoked much smaller allergic response than nuts roasted at high heat. Blame the Maillard reaction! |http://lat.ms/1sVj2CR
591|514186049804066816|Mon Sep 22 22:54:42 +0000 2014|Allergic to peanuts? Maybe you're just allergic to the way they're cooked, scientists say |http://lat.ms/1sVj2CR
592|513404762356600832|Sat Sep 20 19:10:08 +0000 2014|Can you fight pain by looking at a beautiful painting? Yes, according to research that won an @IgNobel Prize |http://lat.ms/1ravi5J
593|513131315382583296|Sat Sep 20 01:03:33 +0000 2014|Yoga? Yes! More, please, especially after Bhakti Fest |http://lat.ms/1sGd48N
